Customer ID,Recency,Frequency,Monetary,Avg_Order_Value,Predicted_LTV,Segment,Order Date,City,Category
SB-20290,48,17,8057.891,473.9935882352941,8030.991111999997,Champion (Top 10%),2018-11-13,Houston,Office Supplies
NF-18385,80,13,8080.474,621.5749230769231,7996.222480000008,Champion (Top 10%),2018-10-12,Jackson,Furniture
NP-18700,139,13,7903.1825,607.9371153846154,7860.327449999999,Champion (Top 10%),2018-08-14,Fresno,Office Supplies
HM-14860,3,20,8236.7648,411.83824000000004,7858.766206,Champion (Top 10%),2018-12-28,Philadelphia,Office Supplies
JH-15985,30,14,7954.9980000000005,568.2141428571429,7848.71939000001,Champion (Top 10%),2018-12-01,Saginaw,Office Supplies
GT-14635,57,6,9351.212,1558.5353333333333,7844.059498000008,Champion (Top 10%),2018-11-04,Burlington,Office Supplies
CM-12385,38,10,8954.019999999999,895.4019999999998,7797.5655500000075,Champion (Top 10%),2018-11-23,Atlanta,Office Supplies
AH-10690,411,23,7888.294,342.9693043478261,7789.1467739999935,Champion (Top 10%),2017-11-15,New York City,Office Supplies
JE-15610,49,20,7754.976,387.74879999999996,7788.069570000004,Champion (Top 10%),2018-11-12,Milwaukee,Office Supplies
AB-10060,55,18,7755.62,430.86777777777775,7771.816346999999,Champion (Top 10%),2018-11-06,New York City,Office Supplies
JM-15865,110,13,7625.076000000001,586.5443076923077,7720.086035000001,Champion (Top 10%),2018-09-12,Jamestown,Office Supplies
ZC-21910,55,31,8025.707,258.8937741935484,7715.813450000005,Champion (Top 10%),2018-11-06,Salem,Office Supplies
PK-19075,10,25,8646.934,345.87735999999995,7598.712999999992,Champion (Top 10%),2018-12-21,Madison,Office Supplies
JW-15220,43,14,7721.714,551.551,7586.972160000006,Champion (Top 10%),2018-11-18,Vancouver,Furniture
LC-16885,17,23,7663.126,333.17939130434786,7432.762455999992,Champion (Top 10%),2018-12-14,Roseville,Furniture
PO-18850,5,22,7473.8282,339.7194636363636,7316.422619999993,Champion (Top 10%),2018-12-26,Philadelphia,Office Supplies
MS-17365,274,24,7443.6900000000005,310.15375,7306.555883999988,Champion (Top 10%),2018-04-01,Detroit,Office Supplies
JD-15895,395,32,7610.8640000000005,237.83950000000002,7297.779049999991,Champion (Top 10%),2017-12-01,Philadelphia,Office Supplies
NW-18400,173,22,7234.014,328.8188181818182,7258.2671239999945,Champion (Top 10%),2018-07-11,Tigard,Office Supplies
RW-19540,121,23,7397.401,321.6261304347826,7206.509173999993,Champion (Top 10%),2018-09-01,Mesa,Office Supplies
FH-14365,6,13,6987.196,537.4766153846153,7093.920535000001,Champion (Top 10%),2018-12-25,Philadelphia,Office Supplies
BM-11650,34,29,7294.185,251.5236206896552,7072.505140000009,Champion (Top 10%),2018-11-27,New York City,Office Supplies
PS-19045,237,13,6843.634,526.4333846153846,6997.794825000002,Champion (Top 10%),2018-05-08,Charlotte,Office Supplies
RH-19510,468,12,6979.18,581.5983333333334,6932.667190000007,Champion (Top 10%),2017-09-19,Providence,Office Supplies
Dp-13240,85,29,7198.7609999999995,248.23313793103446,6798.205035000005,Champion (Top 10%),2018-10-07,Murray,Office Supplies
PP-18955,98,34,7252.608,213.312,6774.938290000003,Champion (Top 10%),2018-09-24,Smyrna,Office Supplies
JE-15745,52,23,6760.8150000000005,293.9484782608696,6730.6996659999895,Champion (Top 10%),2018-11-09,Memphis,Furniture
YS-21880,10,12,6720.4439999999995,560.0369999999999,6702.241440000005,Champion (Top 10%),2018-12-21,Burlington,Office Supplies
VD-21670,582,16,6442.254,402.640875,6682.332573,Champion (Top 10%),2017-05-28,Columbia,Office Supplies
BB-11545,29,20,6765.728,338.2864,6668.726191999996,Champion (Top 10%),2018-12-02,Houston,Office Supplies
AR-10540,7,9,6608.448,734.272,6534.155329999992,Champion (Top 10%),2018-12-24,New York City,Office Supplies
MJ-17740,23,15,6320.746,421.38306666666665,6474.249385999998,Champion (Top 10%),2018-12-08,Seattle,Office Supplies
DR-12880,4,24,6528.034000000001,272.00141666666667,6471.352449999995,Champion (Top 10%),2018-12-27,Chicago,Office Supplies
JA-15970,93,24,6491.026,270.45941666666664,6447.971389999999,Champion (Top 10%),2018-09-29,Phoenix,Office Supplies
RM-19675,7,11,5979.0960000000005,543.5541818181819,6407.429479999999,Champion (Top 10%),2018-12-24,Monroe,Technology
SB-20185,189,12,6410.996,534.2496666666667,6393.830930000004,Champion (Top 10%),2018-06-25,Concord,Technology
JG-15160,2,18,6366.392,353.68844444444443,6393.252419999997,Champion (Top 10%),2018-12-29,Los Angeles,Office Supplies
VW-21775,29,18,6134.0380000000005,340.77988888888893,6336.715586999996,Champion (Top 10%),2018-12-02,Medina,Office Supplies
DM-13015,58,20,6345.103,317.25515,6295.841712000001,Champion (Top 10%),2018-11-03,Encinitas,Office Supplies
NM-18445,161,14,6459.344,461.3817142857143,6270.654679999999,Champion (Top 10%),2018-07-23,New York City,Office Supplies
GK-14620,113,14,6497.27,464.09071428571434,6247.77318,Champion (Top 10%),2018-09-09,Hesperia,Office Supplies
RL-19615,122,24,6234.91,259.78791666666666,6245.659069999999,Champion (Top 10%),2018-08-31,Montgomery,Office Supplies
BH-11710,24,24,6255.351,260.63962499999997,6184.330060000004,Champion (Top 10%),2018-12-07,Los Angeles,Office Supplies
AD-10180,30,12,6106.88,508.9066666666667,6152.547860000003,Champion (Top 10%),2018-12-01,Houston,Office Supplies
GM-14695,118,11,6049.966,549.9969090909091,6131.764540000008,Champion (Top 10%),2018-09-04,Los Angeles,Office Supplies
SD-20485,201,21,6121.114,291.481619047619,6112.808589999993,Champion (Top 10%),2018-06-13,New Rochelle,Office Supplies
KH-16690,3,15,5990.799,399.3866,6074.6575760000005,Champion (Top 10%),2018-12-28,San Francisco,Office Supplies
BF-11170,17,27,5907.972,218.81377777777777,6035.94638,Champion (Top 10%),2018-12-14,Los Angeles,Office Supplies
QJ-19255,26,13,6108.338,469.8721538461538,5981.430469999997,Champion (Top 10%),2018-12-05,Saint Paul,Office Supplies
SC-20380,31,20,5992.536,299.6268,5964.78077,Champion (Top 10%),2018-11-30,Seattle,Office Supplies
YC-21895,5,8,5454.35,681.79375,5850.7629299999935,Loyalist,2018-12-26,San Francisco,Office Supplies
CS-12505,59,9,5690.054999999999,632.2283333333332,5849.856289999999,Loyalist,2018-11-02,Thomasville,Office Supplies
AC-10450,12,9,5527.846,614.205111111111,5833.2709700000005,Loyalist,2018-12-19,Minneapolis,Office Supplies
WB-21850,21,35,6129.71,175.13457142857143,5805.830560000002,Loyalist,2018-12-10,Philadelphia,Office Supplies
RB-19795,33,18,5633.316000000001,312.96200000000005,5785.109872000002,Loyalist,2018-11-28,Gastonia,Office Supplies
BD-11320,34,19,5718.521,300.9747894736842,5757.442860000003,Loyalist,2018-11-27,San Francisco,Office Supplies
CB-12025,48,22,5730.669,260.4849545454545,5753.684739999998,Loyalist,2018-11-13,Hamilton,Office Supplies
CP-12340,161,14,5817.187,415.51335714285716,5725.548329999995,Loyalist,2018-07-23,New York City,Office Supplies
AM-10705,163,22,5664.022,257.4555454545455,5715.435979999997,Loyalist,2018-07-21,Auburn,Office Supplies
AA-10315,185,11,5563.56,505.77818181818185,5678.314430000004,Loyalist,2018-06-29,Minneapolis,Office Supplies
LW-17215,22,15,5420.514,361.3676,5656.454922000007,Loyalist,2018-12-09,Pasadena,Office Supplies
CM-12655,28,8,5890.508,736.3135,5646.2231499999925,Loyalist,2018-12-03,Los Angeles,Technology
TP-21415,105,10,5329.0048,532.90048,5627.6469700000025,Loyalist,2018-09-17,Seattle,Office Supplies
KM-16375,57,20,5620.186,281.0093,5543.388069999995,Loyalist,2018-11-04,Salem,Office Supplies
EP-13915,13,31,5478.0608,176.71163870967743,5496.0631900000035,Loyalist,2018-12-18,Chicago,Office Supplies
MH-18115,6,22,5503.093,250.1405909090909,5493.396384999996,Loyalist,2018-12-25,Chester,Office Supplies
SP-20620,48,24,5440.319,226.67995833333336,5472.554930000004,Loyalist,2018-11-13,Philadelphia,Office Supplies
DP-13390,359,14,5480.723999999999,391.4802857142857,5454.475039999996,Loyalist,2018-01-06,Peoria,Office Supplies
CP-12085,83,14,5402.254,385.8752857142857,5395.233350000004,Loyalist,2018-10-09,Norwich,Office Supplies
NP-18325,26,21,5529.62,263.3152380952381,5368.7044750000005,Loyalist,2018-12-05,Waynesboro,Office Supplies
TT-21460,13,14,5364.808,383.20057142857144,5357.775430000008,Loyalist,2018-12-18,Aurora,Office Supplies
MW-18220,18,14,5341.900000000001,381.56428571428575,5353.144140000008,Loyalist,2018-12-13,New York City,Technology
MW-18235,45,3,5253.876,1751.2920000000001,5312.323317999996,Loyalist,2018-11-16,Virginia Beach,Technology
TS-21205,199,19,5371.09,282.68894736842105,5292.100840000007,Loyalist,2018-06-15,Hackensack,Office Supplies
HR-14830,160,14,5248.787,374.91335714285714,5278.861980000005,Loyalist,2018-07-24,Seattle,Office Supplies
TW-21025,65,12,5278.826,439.9021666666667,5212.2099100000005,Loyalist,2018-10-27,Scottsdale,Office Supplies
KH-16510,23,20,5229.695000000001,261.48475,5197.3755100000035,Loyalist,2018-12-08,San Francisco,Office Supplies
KL-16555,17,22,5016.488,228.02218181818182,5193.674605,Loyalist,2018-12-14,Colorado Springs,Office Supplies
DW-13480,218,11,5271.628,479.2389090909091,5174.051030000006,Loyalist,2018-05-27,Lakeville,Office Supplies
RA-19915,13,22,4793.543,217.88831818181816,5094.2901,Loyalist,2018-12-18,Houston,Office Supplies
AA-10645,56,18,5086.9349999999995,282.60749999999996,5067.876939999999,Loyalist,2018-11-05,Chester,Furniture
RP-19390,34,25,5153.084,206.12336,5036.17891999999,Loyalist,2018-11-27,Cleveland,Office Supplies
SC-20725,188,26,5226.21,201.0080769230769,5035.161020000003,Loyalist,2018-06-26,Wilmington,Office Supplies
LR-16915,27,16,5142.892,321.43075,5031.022559999996,Loyalist,2018-12-04,San Diego,Office Supplies
IL-15100,143,14,5040.736,360.0525714285714,5030.650705999995,Loyalist,2018-08-10,San Francisco,Office Supplies
TT-21070,32,14,4915.602,351.11442857142856,4940.585628000006,Loyalist,2018-11-29,Los Angeles,Office Supplies
PO-19180,161,18,4893.043,271.8357222222222,4938.095225000003,Loyalist,2018-07-23,Chicago,Office Supplies
LB-16795,153,24,4985.676,207.7365,4937.510839999995,Loyalist,2018-07-31,Highland Park,Office Supplies
AH-10210,7,13,4805.344,369.64184615384613,4937.474242000002,Loyalist,2018-12-24,Brentwood,Office Supplies
HW-14935,118,15,4827.934,321.8622666666667,4894.412709999993,Loyalist,2018-09-04,San Diego,Office Supplies
HK-14890,152,15,4877.784,325.18559999999997,4889.563959999993,Loyalist,2018-08-01,Franklin,Office Supplies
AJ-10780,76,15,4867.344,324.4896,4876.440729999995,Loyalist,2018-10-16,Springfield,Office Supplies
IM-15070,391,21,4930.474,234.7844761904762,4830.642439999993,Loyalist,2017-12-05,Seattle,Office Supplies
KM-16720,29,28,4909.472,175.33828571428572,4830.602860000003,Loyalist,2018-12-02,Los Angeles,Office Supplies
MP-18175,17,18,4757.332,264.29622222222224,4818.345820000001,Loyalist,2018-12-14,Laguna Niguel,Office Supplies
JK-15640,181,12,4760.434,396.70283333333333,4816.832104000003,Loyalist,2018-07-03,New York City,Office Supplies
JK-15730,85,19,4769.9,251.04736842105262,4795.353750000007,Loyalist,2018-10-07,Asheville,Office Supplies
TB-21520,108,20,4737.486,236.8743,4742.894069999993,Loyalist,2018-09-14,Philadelphia,Office Supplies
PM-19135,52,7,4115.662,587.9517142857143,4742.402070000002,Loyalist,2018-11-09,Detroit,Technology
RB-19465,10,23,4715.466,205.02026086956522,4738.824809999996,Loyalist,2018-12-21,Chicago,Office Supplies
DK-13225,11,19,4802.394,252.75757894736844,4735.424120000005,Loyalist,2018-12-20,Philadelphia,Office Supplies
SA-20830,64,21,4767.3415,227.01626190476193,4717.255349999998,Loyalist,2018-10-28,Chicago,Office Supplies
GB-14575,14,16,4716.288,294.768,4716.979089999997,Loyalist,2018-12-17,Philadelphia,Office Supplies
DB-13270,54,13,4655.897,358.14592307692305,4661.331724,Loyalist,2018-11-07,San Diego,Office Supplies
ES-14080,29,20,4657.924,232.8962,4649.393064999998,Loyalist,2018-12-02,Melbourne,Office Supplies
SC-20050,41,15,4624.572,308.3048,4640.831823999997,Loyalist,2018-11-20,Norwich,Office Supplies
KT-16480,101,13,4642.088400000001,357.0837230769231,4621.825054000004,Loyalist,2018-09-21,Buffalo,Office Supplies
EM-14140,49,21,4588.436000000001,218.49695238095242,4557.004184999998,Loyalist,2018-11-12,Glendale,Office Supplies
AR-10825,59,13,4523.336,347.9489230769231,4555.5343720000055,Loyalist,2018-11-02,Vancouver,Furniture
AG-10900,97,21,4510.797,214.79985714285712,4513.488160000005,Loyalist,2018-09-25,Tucson,Office Supplies
AJ-10795,167,21,4501.391,214.35195238095235,4509.249735000003,Loyalist,2018-07-17,Saint Petersburg,Office Supplies
LC-16930,42,14,4492.946,320.9247142857143,4508.802620000001,Loyalist,2018-11-19,Naperville,Office Supplies
SC-20770,42,21,4492.657,213.93604761904763,4502.817515000003,Loyalist,2018-11-19,Decatur,Office Supplies
SM-20950,26,20,4464.862,223.2431,4483.2400750000015,Loyalist,2018-12-05,Greenville,Office Supplies
BW-11110,122,17,4750.358,279.4328235294118,4455.3161009999985,Loyalist,2018-08-31,Milwaukee,Office Supplies
TP-21130,9,16,4454.0560000000005,278.37850000000003,4435.298637999997,Loyalist,2018-12-22,Philadelphia,Office Supplies
SR-20740,197,12,4345.8859999999995,362.1571666666666,4435.135740000001,Loyalist,2018-06-17,New York City,Office Supplies
JK-15205,62,12,4262.2919999999995,355.191,4421.970032,Loyalist,2018-10-30,San Francisco,Office Supplies
AI-10855,14,18,4375.786,243.09922222222224,4354.1707900000065,Loyalist,2018-12-17,Philadelphia,Office Supplies
DK-12895,46,15,4282.176,285.4784,4348.869787999996,Loyalist,2018-11-15,Kenosha,Office Supplies
MC-17425,400,10,4432.138,443.2138,4343.723689999997,Loyalist,2017-11-26,Mobile,Office Supplies
ND-18370,28,18,4326.139,240.34105555555556,4342.7428300000065,Loyalist,2018-12-03,Louisville,Office Supplies
RD-19480,73,15,4272.93,284.862,4339.247873999997,Loyalist,2018-10-19,Olympia,Office Supplies
TC-21295,28,16,4266.812,266.67575,4337.877309999999,Loyalist,2018-12-03,San Diego,Office Supplies
SC-20230,150,11,4371.9580000000005,397.4507272727273,4323.717629999999,Loyalist,2018-08-03,Arlington,Office Supplies
KW-16435,97,10,4416.5199999999995,441.65199999999993,4314.53717,Loyalist,2018-09-25,New York City,Technology
BD-11500,36,10,4411.2429999999995,441.12429999999995,4310.128480000001,Loyalist,2018-11-25,Green Bay,Office Supplies
SP-20860,80,24,4282.94,178.45583333333332,4298.6743719999995,Loyalist,2018-10-12,Philadelphia,Office Supplies
CB-12535,198,19,4246.4555,223.49765789473685,4270.684984999997,Loyalist,2018-06-16,Chapel Hill,Office Supplies
AS-10225,23,13,4260.784,327.75261538461535,4262.493324000003,Loyalist,2018-12-08,New York City,Office Supplies
TH-21550,73,13,4234.0960000000005,325.6996923076923,4236.729196000003,Loyalist,2018-10-19,New York City,Office Supplies
GZ-14470,8,14,4355.150000000001,311.0821428571429,4236.508990000003,Loyalist,2018-12-23,Rochester,Office Supplies
FH-14275,38,21,4256.272,202.67961904761904,4231.888299999998,Loyalist,2018-11-23,La Porte,Office Supplies
BE-11335,120,9,4204.676,467.1862222222223,4214.404809999995,Loyalist,2018-09-02,Jackson,Office Supplies
JF-15565,55,16,4198.332,262.39575,4202.909625999998,Loyalist,2018-11-06,Dallas,Office Supplies
GH-14425,51,10,4172.8460000000005,417.28460000000007,4140.7451100000035,Loyalist,2018-11-10,Tucson,Office Supplies
DM-13345,23,13,4074.4719999999998,313.42092307692303,4076.8404050000036,Loyalist,2018-12-08,Roswell,Office Supplies
DB-13060,17,10,4151.51,415.151,4069.888520000003,Loyalist,2018-12-14,Seattle,Office Supplies
SV-20785,321,25,4105.305,164.21220000000002,4063.461741999997,Loyalist,2018-02-13,Pueblo,Office Supplies
RS-19765,37,14,4159.7699999999995,297.12642857142856,4034.4736709999993,Loyalist,2018-11-24,Mount Vernon,Office Supplies
FP-14320,24,14,4046.746,289.0532857142857,3996.0318190000007,Loyalist,2018-12-07,Los Angeles,Office Supplies
SP-20920,71,14,3990.689,285.0492142857143,3982.957894000006,Loyalist,2018-10-21,Los Angeles,Office Supplies
RO-19780,36,12,3815.478,317.9565,3953.8031099999994,Loyalist,2018-11-25,Memphis,Office Supplies
CM-12715,1035,13,3984.4524,306.49633846153847,3953.044356000003,Loyalist,2016-03-01,Huntsville,Office Supplies
SJ-20125,96,24,3949.656,164.569,3943.480956,Loyalist,2018-09-26,New Brunswick,Office Supplies
MP-17965,73,20,3983.6420000000003,199.18210000000002,3939.816375999998,Loyalist,2018-10-19,Lawrence,Office Supplies
DB-13555,108,14,3908.8028,279.2002,3934.9870170000045,Loyalist,2018-09-14,Jacksonville,Office Supplies
PW-19240,465,12,3922.4150000000004,326.8679166666667,3926.983217999996,Loyalist,2017-09-22,Louisville,Office Supplies
NP-18670,59,10,3908.402,390.8402,3912.973580000001,Loyalist,2018-11-02,Edmond,Office Supplies
LF-17185,23,16,3930.5089999999996,245.65681249999997,3897.2022750000037,Loyalist,2018-12-08,Miami,Office Supplies
BS-11380,29,13,3887.834,299.06415384615383,3886.350771999997,Loyalist,2018-12-02,Skokie,Office Supplies
JK-16090,29,9,3747.668,416.4075555555556,3880.316120000001,Loyalist,2018-12-02,Omaha,Office Supplies
CC-12220,21,21,3670.258,174.77419047619046,3865.8880199999944,Loyalist,2018-12-10,La Porte,Office Supplies
MC-17845,2,14,3805.714,271.83671428571427,3865.301941999998,Loyalist,2018-12-29,Jackson,Office Supplies
FC-14335,185,10,3889.366,388.9366,3861.287159999999,Loyalist,2018-06-29,Mesquite,Office Supplies
JS-15880,535,9,3868.02,429.78,3859.5900100000017,Loyalist,2017-07-14,Seattle,Office Supplies
MG-17650,30,14,3785.276,270.37685714285715,3833.001456000004,Loyalist,2018-12-01,Philadelphia,Office Supplies
AT-10735,14,16,3831.864,239.4915,3822.34047,Loyalist,2018-12-17,Seattle,Office Supplies
JK-15625,62,12,3760.028,313.33566666666667,3807.1435539999975,Loyalist,2018-10-30,Seattle,Furniture
OT-18730,66,10,3818.624,381.8624,3805.3117300000035,Loyalist,2018-10-26,Los Angeles,Office Supplies
KC-16540,98,5,3908.262,781.6524000000001,3792.440599999994,Loyalist,2018-09-24,San Diego,Office Supplies
CA-11965,97,10,3789.7228,378.97228,3774.4189600000036,Loyalist,2018-09-25,Hoover,Office Supplies
GA-14515,150,10,3797.2320000000004,379.7232,3773.121810000003,Loyalist,2018-08-03,San Francisco,Office Supplies
CS-12400,3,14,3651.8585000000003,260.8470357142857,3730.581614999996,Loyalist,2018-12-28,Chicago,Office Supplies
SC-20260,188,18,3729.7929999999997,207.21072222222222,3710.489829000002,Loyalist,2018-06-26,San Francisco,Office Supplies
BP-11185,2,18,3675.861,204.2145,3708.9472939999982,Loyalist,2018-12-29,Arvada,Office Supplies
JP-15520,9,16,3635.594,227.224625,3690.6240470000002,Loyalist,2018-12-22,San Francisco,Office Supplies
FM-14290,37,20,3736.198,186.8099,3677.3254199999974,Loyalist,2018-11-24,Los Angeles,Office Supplies
EB-13705,49,12,3644.978,303.7481666666667,3673.6195240000006,Loyalist,2018-11-12,Akron,Office Supplies
RH-19495,33,8,3621.3759999999997,452.67199999999997,3654.7037799999957,Loyalist,2018-11-28,Rochester,Office Supplies
KH-16630,59,17,3918.9660000000003,230.5274117647059,3646.3536249999997,Loyalist,2018-11-02,San Antonio,Office Supplies
HG-15025,7,11,3690.284,335.4803636363636,3644.3021599999984,Loyalist,2018-12-24,Amarillo,Office Supplies
SC-20305,30,10,3650.473,365.0473,3641.4448400000006,Loyalist,2018-12-01,Rochester Hills,Office Supplies
RA-19885,56,13,3546.224,272.78646153846154,3640.8315860000025,Loyalist,2018-11-05,Los Angeles,Office Supplies
MM-17920,8,15,3640.2560000000003,242.68373333333335,3629.8801519999984,Loyalist,2018-12-23,San Francisco,Office Supplies
SZ-20035,36,20,3625.329,181.26645000000002,3616.779940000001,Loyalist,2018-11-25,Pico Rivera,Office Supplies
DL-13495,77,12,3539.322,294.94350000000003,3602.894083999994,Loyalist,2018-10-15,San Francisco,Office Supplies
ES-14020,41,8,3510.4579999999996,438.80724999999995,3591.878859999997,Loyalist,2018-11-20,San Francisco,Office Supplies
PW-19030,47,13,3454.916,265.76276923076927,3589.2966410000026,Loyalist,2018-11-14,Richmond,Office Supplies
TB-21175,59,11,3589.296,326.29963636363635,3576.5237799999973,Loyalist,2018-11-02,Houston,Office Supplies
GM-14440,84,11,3582.8199999999997,325.71090909090907,3551.9762400000013,Loyalist,2018-10-08,San Francisco,Furniture
MY-18295,72,19,3601.88,189.57263157894738,3539.0585340000016,Loyalist,2018-10-20,Grapevine,Office Supplies
SH-20635,765,2,2096.392,1048.196,3515.455149999996,Loyalist,2016-11-26,Jackson,Furniture
DH-13075,278,18,3487.1980000000003,193.73322222222225,3499.738954999996,Loyalist,2018-03-28,Richmond,Office Supplies
AG-10675,98,15,3489.0396000000005,232.60264000000004,3491.6549700000032,Loyalist,2018-09-24,Houston,Office Supplies
RW-19690,80,15,3495.646,233.04306666666668,3486.8344060000036,Loyalist,2018-10-12,Wilmington,Office Supplies
SG-20080,9,11,3406.5809999999997,309.6891818181818,3450.91218,Loyalist,2018-12-22,Independence,Office Supplies
SF-20200,60,15,3422.7859999999996,228.1857333333333,3448.3989360000005,Loyalist,2018-11-01,Marysville,Office Supplies
ED-13885,136,14,3484.92,248.92285714285714,3433.3788820000027,Loyalist,2018-08-17,San Diego,Office Supplies
FC-14245,71,14,3418.742,244.19585714285716,3402.1226080000038,Loyalist,2018-10-21,Lakewood,Office Supplies
LW-16990,34,11,3230.308,293.66436363636365,3396.87954,Loyalist,2018-11-27,San Francisco,Furniture
TS-21655,239,14,3368.094,240.57814285714286,3379.0416120000004,Loyalist,2018-05-06,Milwaukee,Office Supplies
VP-21760,76,14,3360.526,240.03757142857143,3374.8169000000053,Loyalist,2018-10-16,San Francisco,Office Supplies
SC-20020,781,17,3362.9636,197.8213882352941,3372.146301999999,Loyalist,2016-11-10,Plano,Office Supplies
DJ-13630,13,8,3356.398,419.54975,3370.731339999995,Loyalist,2018-12-18,New York City,Office Supplies
DL-12925,58,14,3272.2,233.72857142857143,3370.317752000003,Loyalist,2018-11-03,Oceanside,Office Supplies
DC-12850,38,18,3336.168,185.34266666666667,3347.9432999999995,Loyalist,2018-11-23,Florence,Office Supplies
KH-16330,41,18,3312.864,184.048,3344.2860399999995,Loyalist,2018-11-20,Bowling Green,Office Supplies
SF-20965,49,17,3336.535,196.26676470588234,3339.329437999998,Loyalist,2018-11-12,Dearborn,Office Supplies
BS-11665,583,11,3288.1099999999997,298.91909090909087,3316.893739999994,Loyalist,2017-05-27,Philadelphia,Furniture
KH-16360,2,14,3100.612,221.47228571428573,3284.8455299999996,Loyalist,2018-12-29,Philadelphia,Office Supplies
SR-20425,9,9,3233.481,359.27566666666667,3284.7383000000027,Loyalist,2018-12-22,Louisville,Office Supplies
HG-14965,24,17,3247.642,191.03776470588235,3279.7204279999964,Loyalist,2018-12-07,Los Angeles,Office Supplies
DG-13300,33,8,3195.818,399.47725,3271.176279999999,Loyalist,2018-11-28,Philadelphia,Office Supplies
RR-19525,171,10,3302.2619999999997,330.22619999999995,3266.8746299999957,Loyalist,2018-07-13,Lowell,Office Supplies
SG-20605,109,12,3118.892,259.90766666666667,3264.4604000000004,Loyalist,2018-09-13,New York City,Office Supplies
TN-21040,91,12,3130.221,260.85175,3253.5222519999998,Loyalist,2018-10-01,Phoenix,Technology
RF-19345,391,16,3309.15,206.821875,3242.8646700000036,Loyalist,2017-12-05,Dover,Office Supplies
DV-13465,30,13,3254.487,250.34515384615386,3240.582300000001,Loyalist,2018-12-01,Denver,Office Supplies
